seconds district
0.066646598 0
0.080734497 0
0.083443709 0
0.109723058 0
0.111348585 0
0.116225166 0
0.11730885 0
0.125978326 0
0.130313064 0
0.134647803 0
0.148193859 0
0.162281758 0
0.171493076 0
0.188290187 0
0.190457556 0
0.214027694 0
0.221071644 0
0.225406382 0
0.228657435 0
0.231366647 0
0.236243227 0
0.239494281 0
0.242203492 0
0.245454545 0
0.247080072 0
0.254124022 0
0.269295605 0
0.296929561 0
0.29909693 0
0.332420229 0
0.341631547 0
0.399066827 0
0.401234196 0
0.403401565 0
0.409903672 0
0.416947622 0
0.418031306 0
0.562703191 0
0.564328718 0
0.593046358 0
0.59846478 0
0.637477423 0
0.667549669 0
0.670800722 0
0.679470199 0
0.683263095 0
0.688681517 0
0.689765202 0
0.733654425 0
0.737989163 0
0.740156532 0
0.748826008 0
0.768061409 0
0.774563516 0
0.777272727 0
0.789193257 0
0.820620108 0
0.835791692 0
0.866676701 0
0.067730283 1
0.084798314 1
0.091842264 1
0.096718844 1
0.098886213 1
0.108097532 1
0.114599639 1
0.131396749 1
0.133564118 1
0.140608067 1
0.15090307 1
0.154154124 1
0.155237809 1
0.176369657 1
0.177995184 1
0.186122818 1
0.189373871 1
0.248163757 1
0.255207706 1
0.274172185 1
0.284467188 1
0.325376279 1
0.331336544 1
0.351384708 1
0.352468393 1
0.393648405 1
0.406652619 1
0.414780253 1
0.429139073 1
0.430222757 1
0.495785671 1
0.505538832 1
0.508248043 1
0.560535822 1
0.591962673 1
0.615803733 1
0.617971102 1
0.638561108 1
0.639644792 1
0.641270319 1
0.673509934 1
0.675135461 1
0.680553883 1
0.685430464 1
0.710355208 1
0.714689946 1
0.735279952 1
0.740698374 1
0.769145093 1
0.7756472 1
0.785942203 1
0.802197471 1
0.833624323 1
0.839584588 1
0.882119205 1
0.015171583 2
0.079650813 2
0.090758579 2
0.101053582 2
0.104304636 2
0.11243227 2
0.118392535 2
0.148735701 2
0.159572547 2
0.174202288 2
0.21782059 2
0.224864539 2
0.270921132 2
0.298013245 2
0.324292595 2
0.335671282 2
0.336754967 2
0.395815774 2
0.396899458 2
0.397983143 2
0.450812763 2
0.474111981 2
0.49795304 2
0.514750151 2
0.534256472 2
0.558368453 2
0.599548465 2
0.600632149 2
0.609301626 2
0.613636364 2
0.620138471 2
0.645063215 2
0.681095725 2
0.682721252 2
0.701685731 2
0.708187839 2
0.722275738 2
0.74449127 2
0.746658639 2
0.766435882 2
0.779440096 2
0.81140879 2
0.83308248 2
0.834708007 2
0.837417219 2
0.840668272 2
0.858549067 2
0.864509332 2
0.889704997 2
0.890788682 2
0.896207104 2
0.081818182 3
0.09563516 3
0.097802529 3
0.10538832 3
0.119476219 3
0.120559904 3
0.135731487 3
0.14602649 3
0.175285972 3
0.204274533 3
0.208067429 3
0.210234798 3
0.216195063 3
0.22974112 3
0.234075858 3
0.238410596 3
0.264960867 3
0.273088501 3
0.276339554 3
0.289885611 3
0.344340759 3
0.355719446 3
0.400150512 3
0.405568934 3
0.465984347 3
0.528296207 3
0.596297411 3
0.604425045 3
0.608217941 3
0.616887417 3
0.621222155 3
0.657254666 3
0.678386514 3
0.686514148 3
0.704394943 3
0.706562312 3
0.717940999 3
0.723901264 3
0.735821794 3
0.747742324 3
0.749909693 3
0.755869958 3
0.765352197 3
0.771854305 3
0.817369055 3
0.818452739 3
0.822787477 3
0.829831427 3
0.843377483 3
0.845544852 3
0.848795906 3
0.854756171 3
0.855839856 3
0.872636966 3
0.875888019 3
0.080192655 4
0.092925948 4
0.108639374 4
0.128145695 4
0.132480433 4
0.142233594 4
0.151986755 4
0.153070439 4
0.163907285 4
0.183955449 4
0.187206502 4
0.215111379 4
0.233534016 4
0.24653823 4
0.279048766 4
0.295304034 4
0.326459964 4
0.328627333 4
0.333503913 4
0.345424443 4
0.356803131 4
0.38768814 4
0.419114991 4
0.475195665 4
0.496869356 4
0.507164359 4
0.516375677 4
0.535340157 4
0.557284768 4
0.561077664 4
0.563245033 4
0.656712824 4
0.662131246 4
0.691932571 4
0.69409994 4
0.698434678 4
0.713606261 4
0.743949428 4
0.778356412 4
0.790276942 4
0.801113787 4
0.808157736 4
0.815201686 4
0.81628537 4
0.821703793 4
0.842293799 4
0.853672486 4
0.859090909 4
0.87372065 4
0.878326309 4
0.879409994 4
0.898916315 4
0.078567128 5
0.085881999 5
0.088049368 5
0.106472005 5
0.107013847 5
0.110806743 5
0.122727273 5
0.144942806 5
0.156321493 5
0.21294401 5
0.230824804 5
0.250872968 5
0.268211921 5
0.27525587 5
0.2871764 5
0.290969296 5
0.322667068 5
0.327543648 5
0.339464178 5
0.340547863 5
0.355177604 5
0.389313666 5
0.391481036 5
0.393106562 5
0.402317881 5
0.40448525 5
0.408278146 5
0.410987357 5
0.467068031 5
0.468151716 5
0.473028296 5
0.494160144 5
0.494701987 5
0.509331728 5
0.518001204 5
0.559452137 5
0.562161349 5
0.594130042 5
0.597381096 5
0.619054786 5
0.625556893 5
0.642354004 5
0.64397953 5
0.663756773 5
0.664840458 5
0.687597833 5
0.693016255 5
0.696809151 5
0.720650211 5
0.73473811 5
0.736363636 5
0.739072848 5
0.742865744 5
0.780523781 5
0.782149308 5
0.807615894 5
0.814118001 5
0.819536424 5
0.846628537 5
0.847712222 5
0.850963275 5
0.85204696 5
0.001625527 6
0.014087899 6
0.07910897 6
0.086965683 6
0.089133052 6
0.090216737 6
0.099969898 6
0.102679109 6
0.103762793 6
0.121643588 6
0.142775436 6
0.147110175 6
0.158488862 6
0.160656231 6
0.164990969 6
0.166074654 6
0.170951234 6
0.181788079 6
0.20590006 6
0.209151114 6
0.218904275 6
0.219987959 6
0.22269717 6
0.244370861 6
0.257375075 6
0.266044551 6
0.272004816 6
0.346508128 6
0.349217339 6
0.394732089 6
0.61038531 6
0.611468995 6
0.668633353 6
0.699518362 6
0.700602047 6
0.702769416 6
0.705478627 6
0.716857315 6
0.745574955 6
0.750451535 6
0.784316677 6
0.787025888 6
0.805448525 6
0.838500903 6
0.85692354 6
0.860174594 6
0.862341963 6
0.863425647 6
0.869385912 6
0.89512342 6
0.066104756 7
0.077483444 7
0.082901866 7
0.115141481 7
0.129771222 7
0.138440698 7
0.167158338 7
0.168242023 7
0.172576761 7
0.180162553 7
0.182871764 7
0.19154124 7
0.206983745 7
0.211318483 7
0.221613486 7
0.253040337 7
0.267128236 7
0.283383504 7
0.329711017 7
0.334587598 7
0.342715232 7
0.350301023 7
0.354093919 7
0.413154726 7
0.414238411 7
0.415863937 7
0.490367249 7
0.491992775 7
0.504455148 7
0.506080674 7
0.511499097 7
0.519084889 7
0.531005418 7
0.553491872 7
0.555659241 7
0.590878989 7
0.594671884 7
0.603341361 7
0.606592414 7
0.612552679 7
0.614720048 7
0.624473209 7
0.661589404 7
0.666465984 7
0.752618904 7
0.753702589 7
0.810325105 7
0.811950632 7
0.831998796 7
0.861258278 7
0.865593016 7
0.871011439 7
0.872095123 7
0.891872366 7
0.892956051 7
0.065562914 8
0.067188441 8
0.082901866 8
0.113515954 8
0.123810957 8
0.127062011 8
0.137357014 8
0.143859121 8
0.157405178 8
0.161198073 8
0.1628236 8
0.169325707 8
0.185039133 8
0.205358218 8
0.217278748 8
0.223780855 8
0.226490066 8
0.232450331 8
0.235159542 8
0.249789284 8
0.277965081 8
0.291511138 8
0.294220349 8
0.307224564 8
0.337838651 8
0.390397351 8
0.40936183 8
0.4692354 8
0.471944612 8
0.49307646 8
0.510415412 8
0.512582781 8
0.517459362 8
0.533172787 8
0.554575557 8
0.556742926 8
0.602257676 8
0.60550873 8
0.62230584 8
0.623389524 8
0.65833835 8
0.659963877 8
0.669717038 8
0.672426249 8
0.67730283 8
0.690848886 8
0.709271523 8
0.719024684 8
0.736905479 8
0.75153522 8
0.754786273 8
0.77077062 8
0.772937989 8
0.803281156 8
0.80653221 8
0.844461168 8
0.86884407 8
0.88320289 8
0.886995786 8
0.888621312 8
0.894581577 8
0.897290789 8
0.014629741 9
0.066646598 9
0.08127634 9
0.094551475 9
0.124894642 9
0.139524383 9
0.149819386 9
0.179078868 9
0.192624925 9
0.227573751 9
0.237326911 9
0.241119807 9
0.243287176 9
0.25141481 9
0.256291391 9
0.26333534 9
0.280674293 9
0.281757977 9
0.285550873 9
0.288260084 9
0.292594822 9
0.295845876 9
0.322125226 9
0.348133654 9
0.353010235 9
0.388771824 9
0.451354606 9
0.470860927 9
0.489825406 9
0.490909091 9
0.513666466 9
0.529379892 9
0.532089103 9
0.568663456 9
0.657796508 9
0.658880193 9
0.676219145 9
0.684346779 9
0.711438892 9
0.712522577 9
0.716315473 9
0.721192053 9
0.734196267 9
0.741782059 9
0.783232992 9
0.788109573 9
0.80436484 9
0.809241421 9
0.813034317 9
0.849879591 9
0.867760385 9
0.874804335 9
0.877242625 9
0.880493679 9
0.884828417 9
0.885912101 9
