seconds district
0.016255268 80
0.017338952 80
0.018964479 80
0.032510536 80
0.042805539 80
0.048223961 80
0.056351595 80
0.070439494 80
0.075857917 80
0.109723058 80
0.136815172 80
0.138440698 80
0.143317279 80
0.204816376 80
0.215111379 80
0.217278748 80
0.221071644 80
0.276881397 80
0.279048766 80
0.332962071 80
0.345966285 80
0.347591812 80
0.358428657 80
0.384437086 80
0.413154726 80
0.419114991 80
0.4307646 80
0.437808549 80
0.45243829 80
0.455147502 80
0.526128838 80
0.534256472 80
0.535340157 80
0.555659241 80
0.558368453 80
0.562703191 80
0.571914509 80
0.574081878 80
0.577332932 80
0.591962673 80
0.601715834 80
0.612010837 80
0.619596629 80
0.623931367 80
0.62718242 80
0.628807947 80
0.642354004 80
0.647772426 80
0.661047562 80
0.672426249 80
0.676760987 80
0.678386514 80
0.685430464 80
0.695183624 80
0.696809151 80
0.703311258 80
0.710355208 80
0.712522577 80
0.725526791 80
0.733112583 80
0.747742324 80
0.749367851 80
0.753160747 80
0.758037327 80
0.764268513 80
0.771854305 80
0.797320891 80
0.802197471 80
0.807615894 80
0.811950632 80
0.817369055 80
0.84500301 80
0.861258278 80
0.86884407 80
0.875888019 80
0.883744732 80
0 81
0.055267911 81
0.074774232 81
0.076941601 81
0.080734497 81
0.08859121 81
0.092384106 81
0.110806743 81
0.115683323 81
0.146568332 81
0.15794702 81
0.173118603 81
0.174202288 81
0.200481638 81
0.201565322 81
0.202649007 81
0.206983745 81
0.264419025 81
0.343798916 81
0.361679711 81
0.375225768 81
0.393106562 81
0.407194461 81
0.421824202 81
0.424804335 81
0.441601445 81
0.444310656 81
0.461107766 81
0.514750151 81
0.537778447 81
0.58166767 81
0.583835039 81
0.585460566 81
0.614720048 81
0.617429259 81
0.638019266 81
0.664840458 81
0.68217941 81
0.688681517 81
0.697892836 81
0.699518362 81
0.701143889 81
0.724443107 81
0.729319687 81
0.730403371 81
0.734196267 81
0.735821794 81
0.73961469 81
0.764810355 81
0.772937989 81
0.774021674 81
0.783774834 81
0.788109573 81
0.792444311 81
0.796237207 81
0.814118001 81
0.839042745 81
0.84012643 81
0.841751957 81
0.849879591 81
0.855839856 81
0.896207104 81
0.009753161 82
0.028175798 82
0.054184226 82
0.081818182 82
0.091300421 82
0.102137267 82
0.136273329 82
0.142233594 82
