seconds district
0.038470801 40
0.044431066 40
0.0525587 40
0.063937387 40
0.092925948 40
0.137898856 40
0.152528597 40
0.194792294 40
0.199939795 40
0.202107164 40
0.206441902 40
0.218362432 40
0.219987959 40
0.230824804 40
0.232992173 40
0.259542444 40
0.261167971 40
0.270921132 40
0.315081276 40
0.319957857 40
0.324834437 40
0.326459964 40
0.341631547 40
0.343798916 40
0.37576761 40
0.376851294 40
0.401776039 40
0.417489464 40
0.419656833 40
0.441601445 40
0.468151716 40
0.474111981 40
0.480072246 40
0.486574353 40
0.491450933 40
0.49795304 40
0.499578567 40
0.523961469 40
0.551866346 40
0.554033715 40
0.558368453 40
0.568121613 40
0.590337146 40
0.61038531 40
0.627724262 40
0.63422637 40
0.638561108 40
0.655087297 40
0.659422035 40
0.667549669 40
0.671884407 40
0.692474413 40
0.702769416 40
0.703853101 40
0.704936785 40
0.725526791 40
0.748826008 40
0.773479831 40
0.790818784 40
0.791902468 40
0.798404576 40
0.798946418 40
0.846086695 40
0.871011439 40
0.882661048 40
0.018422637 41
0.034136063 41
0.053642384 41
0.054726069 41
0.055809753 41
0.061770018 41
0.062853703 41
0.08127634 41
0.085340157 41
0.10051174 41
0.103762793 41
0.131396749 41
0.136815172 41
0.156321493 41
0.195334136 41
0.196417821 41
0.203190849 41
0.207525587 41
0.209692956 41
0.260084287 41
0.277423239 41
0.278506924 41
0.300180614 41
0.307224564 41
0.309391933 41
0.31128838 41
0.337838651 41
0.342715232 41
0.394190247 41
0.403943408 41
0.407194461 41
0.410445515 41
0.420740518 41
0.424262492 41
0.478446719 41
0.496869356 41
0.500662252 41
0.503371463 41
0.525045154 41
0.545364238 41
0.569205298 41
0.57679109 41
0.586002408 41
0.589253462 41
0.614178206 41
0.629349789 41
0.637477423 41
0.669717038 41
0.672968092 41
0.698434678 41
0.708729681 41
0.721192053 41
0.728236002 41
0.729319687 41
0.732570741 41
0.733654425 41
0.743949428 41
0.749909693 41
0.75153522 41
0.763726671 41
0.780523781 41
0.785400361 41
0.821703793 41
0.829289585 41
0.849879591 41
0.852588802 41
0.865593016 41
0.04063817 42
0.049849488 42
0.060686334 42
0.078567128 42
0.104846478 42
0.115141481 42
0.133022276 42
0.149819386 42
0.153612282 42
0.155237809 42
0.157405178 42
0.161739916 42
0.197772426 42
0.236243227 42
0.269837447 42
0.298555087 42
0.305599037 42
0.311830223 42
0.393648405 42
0.396357616 42
0.398524985 42
0.400692354 42
0.415322095 42
0.451354606 42
0.47627935 42
0.503913305 42
0.51691752 42
0.550240819 42
0.564328718 42
0.573540036 42
0.578958459 42
0.583835039 42
0.587086093 42
0.62230584 42
0.657254666 42
0.664298615 42
0.6653823 42
0.674051776 42
0.675677303 42
0.678386514 42
0.683263095 42
0.689223359 42
0.701685731 42
0.71089705 42
0.713064419 42
0.736905479 42
0.755869958 42
0.809783263 42
0.815201686 42
0.817369055 42
0.819536424 42
0.853672486 42
0.877242625 42
0.885370259 42
0.896748946 42
0.015171583 43
0.033052378 43
0.042263697 43
0.059602649 43
0.102679109 43
0.130854907 43
0.134647803 43
0.145484648 43
0.159572547 43
0.210776641 43
0.21294401 43
0.262251656 43
0.27525587 43
0.301264299 43
0.313997592 43
0.315623119 43
0.317790488 43
0.322667068 43
0.395273931 43
0.399608669 43
0.412612884 43
0.41640578 43
0.425888019 43
0.44051776 43
0.464900662 43
0.467068031 43
0.494701987 43
0.506622517 43
0.528838049 43
0.54807345 43
0.577874774 43
0.591420831 43
0.597381096 43
0.59846478 43
0.617429259 43
0.621222155 43
0.631517158 43
0.636393739 43
0.650752559 43
0.65833835 43
0.681637568 43
0.697350993 43
0.711980734 43
0.730945214 43
0.742865744 43
0.746658639 43
0.753702589 43
0.757495485 43
0.769686936 43
0.775105358 43
0.776730885 43
0.778356412 43
0.789193257 43
0.792986153 43
0.802197471 43
0.811950632 43
0.820620108 43
0.830915111 43
0.874262492 43
0.876429862 43
0.878326309 43
0.88807947 43
0.891330524 43
0.894039735 43
0.031968694 44
0.04551475 44
0.047140277 44
0.049307646 44
0.091300421 44
0.094551475 44
0.09563516 44
0.097260686 44
0.098886213 44
0.101595424 44
0.114057797 44
0.139524383 44
0.160656231 44
0.205358218 44
0.208609272 44
0.215111379 44
0.216736905 44
0.259000602 44
0.265502709 44
0.276339554 44
0.282299819 44
0.297471403 44
0.29909693 44
0.304515352 44
0.308308248 44
0.312913907 44
0.321041541 44
0.405027092 44
0.40936183 44
0.411529199 44
0.414238411 44
0.418573149 44
0.464900662 44
0.467609874 44
0.4692354 44
0.471402769 44
0.511499097 44
0.515833835 44
0.520168573 44
0.526128838 44
0.546447923 44
0.582751355 44
0.588169777 44
0.5935882 44
0.609301626 44
0.611468995 44
0.616887417 44
0.635310054 44
0.656170981 44
0.661047562 44
0.662131246 44
0.674593618 44
0.677844672 44
0.686514148 44
0.699518362 44
0.709813365 44
0.719566526 44
0.720650211 44
0.73961469 44
0.745033113 44
0.779440096 44
0.787025888 44
0.81628537 44
0.818452739 44
0.823871162 44
0.827122216 44
0.841751957 44
0.847170379 44
0.848795906 44
0.851505117 44
0.866676701 44
0.872095123 44
0.880493679 44
0.881577363 44
0.884286574 44
0.886995786 44
0.888621312 44
0.890788682 44
0.035761589 45
0.036845274 45
0.043347381 45
0.048223961 45
0.056893438 45
0.097802529 45
0.099969898 45
0.130313064 45
0.132480433 45
0.144400963 45
0.148735701 45
0.1628236 45
0.194250452 45
0.234075858 45
0.321583384 45
0.436183022 45
0.437266707 45
0.443226972 45
0.465442505 45
0.472486454 45
0.482239615 45
0.490367249 45
0.492534618 45
0.542655027 45
0.544280554 45
0.560535822 45
0.561077664 45
0.567037929 45
0.581125828 45
0.595213727 45
0.618512944 45
0.626098736 45
0.632600843 45
