seconds district
0.002191068 2
0.004382182 27
0.005477739 4
0.00876441 52
0.010407746 92
0.026293321 83
0.028758279 76
0.030401614 27
0.032592774 1
0.035879491 44
0.038618337 38
0.040261673 31
0.043548344 3
0.061625034 89
0.063816147 99
0.066007261 21
0.067650597 32
0.069293932 86
0.071485046 78
0.073128382 3
0.076962831 47
0.080249502 51
0.083536173 50
0.085179508 78
0.090657293 44
0.092300629 59
0.094491742 21
0.096135078 9
0.098326192 67
0.099969527 59
0.10270842 29
0.104899534 23
0.107638426 56
0.111472875 24
0.126810673 80
0.130097344 75
0.133384015 80
0.136122907 29
0.138314021 93
0.139957356 89
0.14242236 48
0.146804587 53
0.153925708 42
0.156116822 82
0.157760157 78
0.161046828 75
0.169263505 60
0.172002398 36
0.173645733 24
0.175836847 76
0.181314632 71
0.182957967 88
0.18569686 40
0.188435752 60
0.190079088 0
0.193365758 33
0.195556872 95
0.198295765 21
0.201582436 65
0.203225771 81
0.206512442 29
0.209799113 39
0.214181341 40
0.22513691 86
0.227875803 61
0.230614695 85
0.232805809 25
0.234449145 9
0.237188037 20
0.240474708 61
0.242118043 4
0.243761379 32
0.246500271 54
0.249239164 95
0.253073613 10
0.255812505 43
0.258277509 12
0.263207515 35
0.26485085 51
0.268137521 94
0.273067528 17
0.274710863 99
0.278545312 27
0.280736426 64
0.286214211 79
0.288405325 24
0.290596439 55
0.29388311 23
0.297169781 87
0.317437585 24
0.31908092 41
0.320724255 4
0.323463148 56
0.32620204 50
0.328940933 35
0.330584268 25
0.334418718 75
0.337705388 63
0.339348724 44
0.343183173 2
0.345374287 10
0.34811318 59
0.349756515 48
0.352495407 24
0.354686521 49
0.358520971 4
0.360164306 85
0.363450977 40
0.366737648 39
0.368380983 59
0.370572097 99
0.374680436 48
0.376323771 83
0.378514885 40
0.380705999 72
0.385088227 96
0.387279341 46
0.390018233 65
0.392209347 18
0.39494824 37
0.407547145 35
0.431649398 80
0.433292733 49
0.437127183 56
0.438770518 13
0.441509411 1
0.443152746 98
0.44534386 64
0.448630531 37
0.450821645 48
0.454656094 70
0.458490544 57
0.460133879 7
0.462324993 35
0.463968328 11
0.467802778 44
0.471089449 39
0.472732784 28
0.47437612 52
0.48149724 39
0.483688354 18
0.485605578 50
0.487796692 46
0.491083363 80
0.493274477 26
0.494917813 39
0.505325604 1
0.507516718 19
0.509160053 5
0.513542281 30
0.516281173 43
0.518472287 35
0.520115623 84
0.522854515 35
0.524497851 72
0.526688965 36
0.529427857 74
0.531071192 73
0.532714528 36
0.53545342 53
0.537096756 75
0.538740091 92
0.540383427 65
0.542574541 88
0.545861211 65
0.548052325 0
0.550791218 81
0.552434553 31
0.556269003 13
0.559555674 34
0.561199009 52
0.562294566 70
0.566129015 11
0.567772351 43
0.569415686 74
0.571059022 24
0.572702357 70
0.574345693 56
0.576536806 27
0.579275699 44
0.580919034 72
0.583657927 54
0.586396819 1
0.589135712 37
0.600912949 86
0.602556284 82
0.604747398 34
0.606390734 18
0.608034069 80
0.610225183 90
0.611868519 78
0.612964076 68
0.615702968 36
0.617346303 33
0.618989639 81
0.621728531 53
0.624467424 95
0.626110759 92
0.630492987 29
0.633231879 70
0.635970772 73
0.640353 93
0.642544114 12
0.644187449 26
0.646926341 57
0.648021898 18
0.652404126 55
0.653499683 63
0.655143019 56
0.656786354 22
0.658977468 36
0.662264139 84
0.663907474 58
0.66555081 61
0.668289702 65
0.669385259 37
0.671028595 48
0.67267193 35
0.674863044 65
0.676506379 26
0.678697493 10
0.67979305 58
0.689105284 41
0.691844177 60
0.701156411 83
0.702799747 38
0.705538639 52
0.709920867 69
0.712659759 62
0.714576984 88
0.716768098 51
0.720054769 76
0.721698104 96
0.72334144 46
0.724984775 4
0.727723667 66
0.73046256 38
0.733201452 87
0.734844788 9
0.736488123 12
0.738131459 92
0.739774794 88
0.744157022 13
0.746348136 67
0.747991471 48
0.749634807 35
0.751278142 10
0.754017035 35
0.756755927 78
0.760042598 20
0.761685933 88
0.763329269 56
0.766068161 65
0.767711497 16
0.769354832 13
0.770450389 23
0.772093724 30
0.77373706 47
0.777571509 31
0.779214845 13
0.78085818 24
0.782501516 46
0.786335965 1
0.7879793 76
0.791265971 39
0.803317098 66
0.805508212 31
0.807151547 42
0.80989044 33
0.812081554 20
0.813724889 39
0.815368225 39
0.817559338 71
0.819202674 9
0.824680459 11
0.827419351 96
0.830979911 46
0.835362139 27
0.838101032 59
0.841387702 11
0.843031038 66
0.84576993 21
0.847961044 73
0.84960438 17
0.852343272 61
0.854534386 42
0.857273278 35
0.860559949 74
0.862203285 26
0.86384662 85
0.866037734 73
0.86768107 43
0.869324405 96
0.872063297 34
0.873706633 27
0.875349968 7
0.877541082 82
0.879732196 9
0.882471089 1
0.885209981 5
0.886853316 91
0.891235544 65
0.895069994 42
